battery,model,optimizer,test_RMSE_mean,test_RMSE_std,test_RMSE_count,test_MAE_mean,test_MAE_std,test_R2_mean,test_R2_std,test_MAPE_mean,test_MAPE_std,hpo_time_mean,hpo_time_std,training_time_mean,training_time_std,inference_ms_mean,inference_ms_std,model_size_mb_mean,model_size_mb_std,hpo_peak_ram_delta_mb_mean,hpo_peak_ram_delta_mb_std,train_peak_ram_delta_mb_mean,train_peak_ram_delta_mb_std,RMSE_CI_lower,RMSE_CI_upper,baseline_RMSE_mean,RMSE_Improvement_pct,Pareto_Optimal_Battery,Pareto_Optimal_Overall,GreenAI_Score
B0018,LightGBM,GA,0.01769634863580349,0.006996197751346859,20,0.015968196149141137,0.006939415310450773,-2.2775003633311965,2.859579104414896,2.3363868814147435,1.0136160504761715,2.029634570050985,1.0014012012989522,0.03857789502944797,0.025431878795823263,0.4195799701847136,0.09880111547722195,0.1862398147583008,0.16789441665488683,1.13046875,0.15469726012536886,0.16484375,0.370127507645836,0.01524273373878949,0.02121177153973267,0.01770655372364783,0.057634523372605086,False,False,0.9192559485356165
B0018,LightGBM,GWO,0.010195931982685058,0.0016552569437286633,20,0.009103494472847497,0.0015259303326251876,0.028944132939367307,0.3207336833535971,1.3290350419473962,0.22358083711414942,2.439699129993096,0.8103201179341044,0.05423498502932489,0.024041313077833963,0.45196247519925237,0.11718951258394796,0.2863163471221924,0.15703765957103433,1.3451171875,0.34649183835342884,0.2158203125,0.41236360719510606,0.009528104509357656,0.010943731374925728,0.01770655372364783,42.417185513248846,True,True,0.952257314557053
B0018,LightGBM,PSO,0.010890912240499078,0.0020935178800254835,20,0.009558259679490751,0.0018421880287434677,-0.11882611592824843,0.44366597912924133,1.3956042440827183,0.26943641455453,2.8549960949923845,1.3734641105965377,0.054226380004547534,0.030976440126207497,0.46063499758020043,0.11540382774506668,0.3194260120391846,0.2019159123740558,1.4078125,0.46895623204518044,0.21640625,0.41205290638005454,0.010110694257373133,0.011941105663069015,0.01770655372364783,38.492196672050206,False,True,0.9475300753703906
B0018,LightGBM,RandomSearch,0.016240365757895385,0.0038357084147857233,20,0.014502932131447622,0.003695002324765504,-1.5308575353192637,1.207218712327597,2.122527793969709,0.5408586718688223,1.108806594926864,0.09004081960770612,0.03167328506242484,0.014023822553377755,0.4841599380597472,0.1060202627056177,0.14087910652160646,0.10152097343348089,1.0943359375,0.07106544721110931,0.0666015625,0.22530587804046456,0.014720968845235091,0.018007544785170845,0.01770655372364783,8.280481840993653,True,True,0.9295627583492471
B0018,LightGBM,WOA,0.01125097568790541,0.0025135090684049338,20,0.009846197322419417,0.0022106587937000426,-0.2082283016941325,0.5864315620201679,1.4387470513569167,0.3250475051201267,2.7797167599899693,1.5752615368591283,0.05134385002311319,0.03332528775743952,0.47833252465352416,0.12698286873410322,0.28851995468139646,0.246874435086524,1.297265625,0.522703451078454,0.2671875,0.44570259345129515,0.010350271046737414,0.01259497025040859,0.01770655372364783,36.45869284614504,False,True,0.9492156286133137
B0018,RandomForest,Baseline,0.011635483886311951,0.0003280224286388998,20,0.01069711892347538,0.00028719180280384023,-0.2346590563486764,0.06980045303060017,1.5638669118044237,0.042215160354861295,0.0,0.0,0.1437007249565795,0.08042626239536226,6.395537464413792,5.212877838239733,0.9992235183715821,0.005706659289280578,0.0,0.0,0.0220703125,0.004788354446133787,0.011502896502541384,0.01177962779320295,0.011635483886311951,0.0,,,
B0018,RandomForest,Bayesian,0.011662316776453203,0.00041254696667954616,20,0.010752296925636987,0.0004427066893102589,-0.24089778383902766,0.08839663864269892,1.571956340976677,0.06431646936417253,92.31158348501194,38.3950007197418,0.2336981949629262,0.1730736453640971,11.828789999708533,9.286625634760538,1.7984445571899415,1.646986807052673,191.612890625,34.16536948461408,0.294140625,0.644864596812097,0.011490626525514684,0.011846539609590838,0.011635483886311951,-0.2306125847745614,False,False,0.49263459077656935
B0018,RandomForest,GA,0.01208244188543521,0.000705546472447223,20,0.011067230742079751,0.0006692391847049091,-0.33464074986898834,0.16291735514321243,1.6185790791354304,0.09761439158828607,31.633782944991253,23.15869276381792,0.3342867900151759,0.2323817284911372,19.616412452887744,18.63595663419628,1.2298105239868165,1.1040968021235256,0.0736328125,0.20526561761326972,0.0376953125,0.05819180943518841,0.011854215289281858,0.01248627731483408,0.011635483886311951,-3.8413357234679624,False,False,0.7678490944639367
B0018,RandomForest,GWO,0.011755686468844792,0.000400852528345131,20,0.010856052049385192,0.00041759755437937446,-0.26074079420006485,0.08711106531569686,1.5870249060047672,0.06070636865214399,27.61712217500899,12.530124014191765,0.2481522099580616,0.1443569386857432,13.33179003559053,9.502741574152799,1.6370119094848632,1.1073257929721199,0.067578125,0.12351411783552316,0.0205078125,0.015411524848963853,0.011601265490574936,0.011940068599226696,0.011635483886311951,-1.033069047298052,False,False,0.7027487594296418
B0018,RandomForest,PSO,0.011917804096626813,0.0004339224206580222,20,0.010987906819036292,0.0004173127683869897,-0.2959535890164109,0.09566895022329024,1.606541565807279,0.06086364941425946,25.40922523997724,11.797390466876331,0.2660337649984285,0.1812201937754534,13.040580018423498,7.98199737502867,2.0019479751586915,1.5084367892908628,0.0513671875,0.11268969153579837,0.029296875,0.03508765237366836,0.011754390985123273,0.012119844377198093,0.011635483886311951,-2.4263727497142162,False,False,0.5703200715811854
