Model,GreenAI_norm,Execution_Time,Memory_MB,RMSE
Base_RandomForest_B0005,0.12224651101926769,0.15366125106811523,0.58984375,0.020471408624790514
Base_XGBoost_B0005,0.1462197959292574,0.05051732063293457,0.02734375,0.02225363416530697
Base_LightGBM_B0005,0.22150838260430664,0.028070688247680664,0.609375,0.027244143563528132
Base_LightGBM_B0006,0.33472244401500967,0.019124507904052734,0.046875,0.03503724069252581
Base_XGBoost_B0006,0.35113710959401434,0.045998334884643555,0.80078125,0.03598257235462226
RandomForest_PSO_B0005,0.36262992460427984,57.24482536315918,-30.421875,0.02066349042264878
Base_LightGBM_B0018,0.371017268736842,0.026996612548828125,0.0,0.03750365065574939
Base_RandomForest_B0006,0.3743402983327464,0.1445307731628418,0.3515625,0.0376094730519869
RandomForest_Bayesian_B0005,0.37685611683434045,17.487439155578613,43.51953125,0.02197138785563763
LightGBM_GA_B0006,0.38331660841567966,8.55654525756836,0.0,0.0349700264496674
RandomForest_GA_B0005,0.3941727725447934,51.61229753494263,0.1484375,0.018677991401920963
Base_XGBoost_B0018,0.41660891951066875,0.04204297065734863,0.66015625,0.0404505080696135
RandomForest_GWO_B0005,0.4233291385830888,56.26544785499573,0.2109375,0.018804103752673336
Base_RandomForest_B0018,0.4280952096666914,0.15894389152526855,0.24609375,0.041268776820892666
LightGBM_GWO_B0006,0.4320864465446612,17.32907247543335,0.0,0.03481217407454687
LightGBM_WOA_B0006,0.43591746924643665,18.13077211380005,0.22265625,0.034709101289789455
LightGBM_GA_B0018,0.45089990403364216,13.405276775360107,0.00390625,0.03763537823940935
RandomForest_WOA_B0005,0.45304412867869387,56.84779167175293,-0.15234375,0.020663490422648798
LightGBM_PSO_B0006,0.4599127709206547,19.612618923187256,0.27734375,0.03573898227048872
LightGBM_GWO_B0018,0.4606984011444113,16.382701635360718,0.0,0.037124869089375
LightGBM_PSO_B0018,0.4667501902688845,16.272756099700928,0.06640625,0.03756462916688586
LightGBM_WOA_B0018,0.48220739839223925,17.38062834739685,0.11328125,0.03816511800003124
LightGBM_Bayesian_B0006,0.6684360037409808,17.712809324264526,72.84765625,0.03555460330641608
LightGBM_Bayesian_B0018,0.7203259022965626,17.854040145874023,78.390625,0.03786476374476538
