Model,GreenAI_norm,Execution_Time,Memory_MB,RMSE
Base_RandomForest_B0005,0.08055813534808211,0.15721440315246582,0.18359375,0.02047140862479055
Base_XGBoost_B0005,0.10560138343629095,0.07800602912902832,0.0234375,0.02225363416530697
Base_LightGBM_B0005,0.178565343093824,0.05099320411682129,0.01953125,0.027244143563528132
Base_LightGBM_B0006,0.2939220311703818,0.025000333786010742,0.3671875,0.03503724069252581
RandomForest_PSO_B0005,0.3047404421839823,50.276241302490234,-13.55078125,0.018525406516392468
Base_XGBoost_B0006,0.3105762113857494,0.04699826240539551,1.08203125,0.03598257235462226
Base_LightGBM_B0018,0.3286829870341134,0.022004127502441406,0.0,0.03750365065574939
Base_RandomForest_B0006,0.3346006138880638,0.158369779586792,0.94921875,0.037609473051986905
LightGBM_GA_B0006,0.35890608886396497,14.805171966552734,0.01171875,0.033446322533875084
RandomForest_Bayesian_B0005,0.36318314420632164,16.861449003219604,42.9140625,0.021971387855637608
Base_XGBoost_B0018,0.37249811887968837,0.03861713409423828,0.140625,0.0404505080696135
RandomForest_GWO_B0005,0.3736388644839328,51.957741022109985,0.12890625,0.019050009086669064
RandomForest_WOA_B0005,0.3820369031760686,53.81643557548523,0.30859375,0.018808262019858375
Base_RandomForest_B0018,0.3854680103116348,0.15170693397521973,0.21875,0.04126877682089268
RandomForest_GA_B0005,0.39172945888121546,54.99144721031189,0.4765625,0.018940692549443597
LightGBM_WOA_B0006,0.4086448840760839,19.916221380233765,0.0,0.03472831306223031
LightGBM_GWO_B0006,0.4122886943854014,20.979334831237793,0.0,0.034537072032600306
LightGBM_GA_B0018,0.4168609784330797,13.629910707473755,0.0,0.03788983205518318
LightGBM_PSO_B0018,0.4205275235468002,15.333238124847412,0.27734375,0.03736468968744549
LightGBM_GWO_B0018,0.42396307724641497,16.444451570510864,0.0,0.03720990488598381
LightGBM_PSO_B0006,0.42849145454346127,21.574185371398926,1.40625,0.035038667989216676
LightGBM_WOA_B0018,0.4489118347159377,16.477588176727295,0.0078125,0.038896463450984124
LightGBM_Bayesian_B0006,0.6716679120160979,16.5817449092865,72.70703125,0.03555460330641608
LightGBM_Bayesian_B0018,0.7212229519193669,17.246097564697266,75.8359375,0.03786476374476538
