Model,GreenAI_norm,Execution_Time,Memory_MB,RMSE
Base_RandomForest_B0005,0.1244407668023285,0.16927790641784668,0.10546875,0.02047140862479051
Base_XGBoost_B0005,0.14954097792339685,0.0469517707824707,0.01171875,0.02225363416530697
Base_LightGBM_B0005,0.2234566926931455,0.02100062370300293,0.2734375,0.027244143563528132
Base_LightGBM_B0006,0.3370214152748982,0.020112037658691406,0.0078125,0.03503724069252581
RandomForest_PSO_B0005,0.34049846725328936,53.02700161933899,-30.40234375,0.01905000908666905
Base_XGBoost_B0006,0.35486298700379254,0.04599356651306152,1.22265625,0.03598257235462226
Base_LightGBM_B0018,0.3732213582401127,0.01906442642211914,0.0078125,0.03750365065574939
Base_RandomForest_B0006,0.3763472351533612,0.1505436897277832,0.24609375,0.03760947305198695
RandomForest_Bayesian_B0005,0.38645551571221287,16.427404403686523,44.12890625,0.0219713878556376
LightGBM_WOA_B0006,0.3878280494498711,10.61942720413208,0.12890625,0.03393200669458349
RandomForest_GA_B0005,0.4142765423530647,50.684629917144775,0.171875,0.018561915990412466
Base_XGBoost_B0018,0.4169176625098056,0.03799891471862793,0.109375,0.0404505080696135
LightGBM_GA_B0006,0.423352901291053,15.913524389266968,0.0,0.03411164083677379
Base_RandomForest_B0018,0.4301355246730449,0.16171598434448242,0.24609375,0.04126877682089269
LightGBM_GA_B0018,0.4463238241701239,10.586046695709229,0.0,0.03795855010564726
RandomForest_GWO_B0005,0.4471685375479751,52.61051964759827,-0.02734375,0.02002001597657401
RandomForest_WOA_B0005,0.45086666271962916,52.967613697052,-0.1328125,0.020141449085125385
LightGBM_WOA_B0018,0.45292992500566004,15.50433087348938,0.00390625,0.03630089732682799
LightGBM_GWO_B0006,0.46241255335223785,19.844631910324097,0.0,0.03508844962492381
LightGBM_GWO_B0018,0.4777073466249419,16.36553692817688,0.0,0.03762066997510394
LightGBM_PSO_B0006,0.47843997800605126,23.007616758346558,0.04296875,0.034816168863278846
LightGBM_PSO_B0018,0.4823714547218458,16.77916169166565,-0.140625,0.03779118451384629
LightGBM_Bayesian_B0006,0.6698174193151104,16.36512017250061,71.0859375,0.03555460330641608
LightGBM_Bayesian_B0018,0.7291786868235647,17.906448364257812,76.12109375,0.03786476374476538
