Model,GreenAI_norm,Execution_Time,Memory_MB,RMSE
LightGBM_GA_B0006,0.03324765139692157,0.0,0.0,0.0
Base_RandomForest_B0005,0.20008079247171015,0.15416598320007324,0.13671875,0.020471408624790535
Base_XGBoost_B0005,0.21332829039804535,0.05204296112060547,0.00390625,0.02225363416530697
Base_LightGBM_B0005,0.2537861496644969,0.019000768661499023,0.09375,0.027244143563528132
Base_LightGBM_B0006,0.31636535302629515,0.0190889835357666,0.0,0.03503724069252581
Base_XGBoost_B0006,0.3269539361766393,0.04399514198303223,0.71484375,0.03598257235462226
Base_LightGBM_B0018,0.3362924656751772,0.01999950408935547,0.0,0.03750365065574939
Base_RandomForest_B0006,0.33846724305257087,0.14766526222229004,0.13671875,0.037609473051986905
Base_XGBoost_B0018,0.36052682648174933,0.03804612159729004,0.08203125,0.0404505080696135
Base_RandomForest_B0018,0.37102317193617435,0.15021753311157227,0.8984375,0.041268776820892666
LightGBM_WOA_B0006,0.4113849244922559,16.08383321762085,0.0,0.03457909281934178
LightGBM_GWO_B0006,0.4125608720803064,15.673847198486328,0.0,0.03503660287138248
LightGBM_WOA_B0018,0.41563211582222537,12.761483430862427,0.1328125,0.03756818396945965
LightGBM_PSO_B0006,0.42008981227746295,15.906115293502808,0.109375,0.03573898227048872
LightGBM_PSO_B0018,0.4263146551700387,14.63150930404663,-0.06640625,0.03756462916688586
LightGBM_GWO_B0018,0.4320843416199662,15.449773788452148,0.1171875,0.0375673802563316
RandomForest_PSO_B0005,0.4525496730000908,48.77847361564636,-8.48828125,0.018917502684167184
LightGBM_GA_B0018,0.4604855395933571,18.384496212005615,0.0,0.03890769893367794
RandomForest_WOA_B0005,0.48185572579837954,50.399603843688965,-2.81640625,0.018561915990412466
RandomForest_Bayesian_B0005,0.4938943265145925,17.386815309524536,45.01953125,0.02197138785563762
RandomForest_GA_B0005,0.49923081732909885,51.11355996131897,0.0,0.018804103752673332
RandomForest_GWO_B0005,0.5283770865912446,54.24341320991516,0.0234375,0.020020015976574
LightGBM_Bayesian_B0006,0.6943305998489503,17.141478776931763,68.56640625,0.03555460330641608
LightGBM_Bayesian_B0018,0.7533106161653121,18.573803424835205,76.61328125,0.03786476374476538
