Model,GreenAI_norm,Execution_Time,Memory_MB,RMSE
Base_RandomForest_B0005,0.274434202331627,0.16347241401672363,0.17578125,0.020471408624790563
Base_XGBoost_B0005,0.30001195431886934,0.06955504417419434,0.0,0.02225363416530697
Base_LightGBM_B0005,0.37357397152296284,0.04207587242126465,0.0,0.027244143563528132
LightGBM_PSO_B0006,0.3743807970655493,22.618004322052002,-218.80859375,0.035058289985927665
RandomForest_Bayesian_B0005,0.44233156459001793,16.531169414520264,44.015625,0.021971387855637608
Base_LightGBM_B0006,0.48869923081017125,0.021766185760498047,0.10546875,0.03503724069252581
Base_XGBoost_B0006,0.5038674151985508,0.04392290115356445,1.0546875,0.03598257235462226
Base_LightGBM_B0018,0.5250405431174178,0.02599954605102539,0.0,0.03750365065574939
RandomForest_PSO_B0005,0.5253867628358293,51.431965589523315,-21.2734375,0.018704696378247353
Base_RandomForest_B0006,0.5278797270230783,0.16347455978393555,0.4140625,0.03760947305198689
RandomForest_GWO_B0005,0.5556969254407004,52.225892543792725,0.0625,0.018808262019858385
LightGBM_GA_B0006,0.5564122013695383,12.443833112716675,0.0,0.0346872904885458
RandomForest_GA_B0005,0.5569299625545647,51.32331562042236,-0.05859375,0.01926005067313254
Base_XGBoost_B0018,0.5688325180823233,0.04599905014038086,0.125,0.0404505080696135
LightGBM_GWO_B0006,0.5778735410900621,14.889056921005249,0.125,0.03515775092684692
Base_RandomForest_B0018,0.581696231421131,0.1607038974761963,0.21484375,0.041268776820892666
LightGBM_WOA_B0018,0.6021294423861075,14.40121603012085,0.16015625,0.03699106707145752
RandomForest_WOA_B0005,0.6095515848641758,56.74205803871155,-0.01953125,0.020663490422648804
LightGBM_WOA_B0006,0.6142901717641361,21.538546800613403,0.00390625,0.03498688407318263
LightGBM_GWO_B0018,0.6237784956592597,15.913557291030884,0.0234375,0.03786537073456227
LightGBM_PSO_B0018,0.6275955960457507,18.270057439804077,-3.71875,0.03747261796204475
LightGBM_GA_B0018,0.6354763383584013,14.742332220077515,0.0078125,0.0391243481435792
LightGBM_Bayesian_B0006,0.6740877531923163,16.12630295753479,73.6328125,0.03555460330641608
LightGBM_Bayesian_B0018,0.7271288424952395,18.866875886917114,76.1171875,0.03786476374476538
