Model,GreenAI_norm,Execution_Time,Memory_MB,RMSE
Base_RandomForest_B0005,0.06289810201969265,0.1601550579071045,2.9453125,0.0204714086247905
Base_LightGBM_B0005,0.15836363373261192,0.02268362045288086,1.53125,0.027244143563528132
Base_LightGBM_B0006,0.2694474132014786,0.017000675201416016,0.01171875,0.03503724069252581
Base_XGBoost_B0006,0.2834396930824314,0.04191994667053223,-0.05078125,0.03598257235462226
Base_LightGBM_B0018,0.3060573712173289,0.01999974250793457,0.0078125,0.03750365065574939
Base_RandomForest_B0006,0.30858696976286254,0.1546623706817627,0.05859375,0.03760947305198694
RandomForest_WOA_B0005,0.3438018969009366,51.52229881286621,2.1484375,0.018808262019858392
LightGBM_PSO_B0006,0.34400487816634784,11.946025133132935,2.2109375,0.03479890195734926
Base_XGBoost_B0018,0.34995919644107426,0.046061038970947266,0.01171875,0.0404505080696135
RandomForest_GWO_B0005,0.35684045720986846,51.787230014801025,-0.0390625,0.020020015976574
LightGBM_GWO_B0006,0.3580756783319097,14.188208103179932,0.05859375,0.035274288663019786
Base_RandomForest_B0018,0.3634679965953127,0.15307354927062988,0.25390625,0.041268776820892646
RandomForest_GA_B0005,0.3666241860328629,55.609809160232544,0.92578125,0.018940692549443604
LightGBM_WOA_B0006,0.37091041467516067,22.371488094329834,-9.5625,0.03476915545558048
LightGBM_GA_B0006,0.38049414550144284,19.122548580169678,0.0,0.03480310744935311
RandomForest_PSO_B0005,0.3852458816397706,53.07568407058716,3.6875,0.020663490422648787
LightGBM_WOA_B0018,0.38635937095990586,14.798522472381592,0.0,0.0369453012959459
RandomForest_Bayesian_B0005,0.38675732146371206,21.997401475906372,60.0859375,0.021971387855637618
LightGBM_GA_B0018,0.3928162913625575,10.136919736862183,0.0,0.039263751614101734
LightGBM_GWO_B0018,0.3934141439073122,15.760344505310059,0.0,0.03703206904103862
Base_XGBoost_B0005,0.3960161884323264,1.9433870315551758,102.04296875,0.02225363416530697
LightGBM_PSO_B0018,0.3963939107302506,15.478376388549805,0.703125,0.03720526725924689
LightGBM_Bayesian_B0006,0.584735605055574,17.75701069831848,67.390625,0.03555460330641608
LightGBM_Bayesian_B0018,0.646241090052092,17.590003728866577,76.83984375,0.03786476374476538
