Model,GreenAI_norm,Execution_Time,Memory_MB,RMSE
Base_RandomForest_B0005,0.048806227800955504,0.16044092178344727,0.0859375,0.020471408624790546
Base_XGBoost_B0005,0.07450293593353118,0.05099773406982422,0.0,0.02225363416530697
Base_LightGBM_B0005,0.1484844836869979,0.03199887275695801,0.0,0.027244143563528132
RandomForest_PSO_B0005,0.2058438162080254,50.93220925331116,-5.61328125,0.020362064108539406
RandomForest_WOA_B0005,0.20958495207499475,55.08603477478027,-2.73828125,0.01880826201985835
Base_LightGBM_B0006,0.26407984079398106,0.02099609375,0.0,0.03503724069252581
RandomForest_GA_B0005,0.26774467120927387,67.48024272918701,0.09375,0.018940692549443604
Base_XGBoost_B0006,0.2809746963693998,0.045998573303222656,0.671875,0.03598257235462226
Base_LightGBM_B0018,0.30069127383856264,0.025054454803466797,0.0,0.03750365065574939
Base_RandomForest_B0006,0.3029738175798693,0.14702057838439941,0.06640625,0.037609473051986884
LightGBM_GWO_B0006,0.3070961586749737,18.915783643722534,0.00390625,0.03336482047834176
LightGBM_GA_B0006,0.3383745892814776,19.78856325149536,0.0,0.03526277550536099
LightGBM_WOA_B0006,0.34068250159649455,21.59522533416748,0.10546875,0.03495191852094268
Base_XGBoost_B0018,0.34445915198073335,0.03677821159362793,0.0,0.0404505080696135
LightGBM_WOA_B0018,0.34525534186866236,17.571007013320923,0.0,0.03626289166775044
LightGBM_PSO_B0018,0.34632263266596874,13.904381275177002,0.3359375,0.037128107692407285
RandomForest_Bayesian_B0005,0.3466904377840099,27.35754156112671,43.13671875,0.021971387855637608
LightGBM_PSO_B0006,0.35539999605065514,22.812962293624878,0.33203125,0.03558610012180629
RandomForest_GWO_B0005,0.3564471580171537,92.89418458938599,-0.0234375,0.018804103752673343
Base_RandomForest_B0018,0.35799582867650553,0.15546464920043945,0.234375,0.04126877682089268
LightGBM_GWO_B0018,0.3593399801235773,16.199252128601074,0.00390625,0.03754283103457152
LightGBM_GA_B0018,0.36192906106367445,14.68030595779419,0.203125,0.038029213875327594
LightGBM_Bayesian_B0006,0.6204735430648403,16.63807964324951,69.91015625,0.03555460330641608
LightGBM_Bayesian_B0018,0.6817853474665837,18.306187391281128,75.0,0.03786476374476538
