run_id,battery,model,optimizer,test_RMSE,test_MAE,test_R2,test_MAPE,training_time,hpo_time,model_size_mb,inference_ms_per_sample,train_peak_ram_abs_mb,train_peak_ram_delta_mb,hpo_peak_ram_abs_mb,hpo_peak_ram_delta_mb
1,B0005,RandomForest,Baseline,0.018860169922314308,0.017103910496930216,-4.0696417161191105,2.608444730720076,0.17029489995911717,,1.2588510513305664,5.189499817788601,313.96484375,0.01953125,,
1,B0005,XGBoost,Baseline,0.015307291818542812,0.013586820161943949,-2.339510310566442,2.073596895476649,0.04580110032111406,,0.09106826782226562,0.15854975208640099,313.96875,0.01953125,,
1,B0005,LightGBM,Baseline,0.028148475421760768,0.026545199570525573,-10.292648763098235,4.04207486226157,0.010670500341802835,,0.0661153793334961,0.6069999653846025,313.96875,0.01953125,,
1,B0006,RandomForest,Baseline,0.0405317522831242,0.03546037994541454,-3.815938264221468,6.122987415236903,0.15497019980102777,,1.2588510513305664,6.218200083822012,1018.44921875,0.01953125,,
1,B0006,XGBoost,Baseline,0.03668576422565793,0.03246258391885347,-2.9453477867128597,5.598910235432633,0.05435150023549795,,0.09165382385253906,0.17170002683997154,1020.26953125,1.76171875,,
1,B0006,LightGBM,Baseline,0.05306958881182157,0.04889343189284838,-7.256226465060108,8.410569809261927,0.013569700066000223,,0.06752300262451172,0.5165499169379473,1018.53515625,0.01953125,,
1,B0018,RandomForest,Baseline,0.011635990413234747,0.010623914519000332,-0.23383497815747778,1.55347956717254,0.1207799999974668,,1.002182960510254,5.2656501065939665,1773.4453125,0.01953125,,
1,B0018,XGBoost,Baseline,0.008559249892329406,0.007848214389973452,0.33239161831939956,1.144891979397789,0.03442349983379245,,0.08749866485595703,0.15905010513961315,1773.453125,0.01953125,,
1,B0018,LightGBM,Baseline,0.01770655372364783,0.015417651183344056,-1.8570540162012277,2.258972547590336,0.009316000156104565,,0.058135986328125,0.3589501138776541,1773.453125,0.01953125,,
2,B0005,RandomForest,Baseline,0.018487516982094186,0.016710473734961352,-3.8712816123552365,2.5486007744003425,0.1649980996735394,,1.2665414810180664,5.394000094383955,2385.4453125,0.01953125,,
2,B0005,XGBoost,Baseline,0.015307291818542812,0.013586820161943949,-2.339510310566442,2.073596895476649,0.052491100039333105,,0.09106826782226562,0.19349996000528336,2387.5,2.03125,,
2,B0005,LightGBM,Baseline,0.028148475421760768,0.026545199570525573,-10.292648763098235,4.04207486226157,0.011791300028562546,,0.0661153793334961,0.617349985986948,2385.55859375,0.01953125,,
2,B0006,RandomForest,Baseline,0.03980953199775685,0.03497070673874173,-3.6458405005298973,6.03639580346363,0.13523879973217845,,1.2665414810180664,5.376649787649512,2939.83203125,0.01953125,,
2,B0006,XGBoost,Baseline,0.03668576422565793,0.03246258391885347,-2.9453477867128597,5.598910235432633,0.04387810034677386,,0.09165382385253906,0.23789983242750168,2939.83203125,0.01953125,,
2,B0006,LightGBM,Baseline,0.05306958881182157,0.04889343189284838,-7.256226465060108,8.410569809261927,0.0146484998986125,,0.06752300262451172,0.32885000109672546,2939.83203125,0.01953125,,
